Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count
2024-01-01,0,0.0,0.0,0.748,0.252,0.0,0.0,1.0,1.0
2024-01-01,1,0.118,0.0,0.662,0.22,1.0,0.0,1.0,1.0
2024-01-01,2,0.0,0.0,0.528,0.472,0.0,0.0,2.0,1.0
2024-01-01,3,0.0,0.0,0.777,0.223,0.0,0.0,1.0,1.0
2024-01-01,4,0.0,0.0,0.515,0.485,0.0,0.0,1.0,1.0
2024-01-01,5,0.118,0.0,0.607,0.275,1.0,0.0,4.0,2.0
2024-01-01,6,0.233,0.0,0.728,0.039,2.0,0.0,2.0,1.0
2024-01-01,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-01,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-01,9,0.803,0.0,0.197,0.0,2.0,0.0,1.0,0.0
2024-01-01,10,0.544,0.338,0.118,0.0,2.0,2.0,2.0,0.0
2024-01-01,11,0.236,0.489,0.079,0.197,2.0,1.0,1.0,1.0
2024-01-01,12,0.984,0.016,0.0,0.0,1.0,1.0,0.0,0.0
2024-01-01,13,0.426,0.574,0.0,0.0,1.0,1.0,0.0,0.0
2024-01-01,14,0.557,0.0,0.089,0.354,2.0,0.0,1.0,1.0
2024-01-01,15,0.079,0.039,0.685,0.197,1.0,1.0,5.0,3.0
2024-01-01,16,0.515,0.0,0.092,0.393,1.0,0.0,2.0,2.0
2024-01-01,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-01,18,0.138,0.708,0.154,0.0,1.0,2.0,2.0,0.0
2024-01-01,19,0.0,0.0,0.567,0.433,0.0,0.0,2.0,1.0
2024-01-01,20,0.0,0.0,0.331,0.669,0.0,0.0,2.0,1.0
2024-01-01,21,0.0,0.0,0.567,0.433,0.0,0.0,2.0,1.0
2024-01-01,22,0.0,0.0,0.23,0.77,0.0,0.0,1.0,1.0
2024-01-01,23,0.0,0.0,0.59,0.41,0.0,0.0,1.0,2.0
2024-01-02,0,0.252,0.0,0.354,0.393,1.0,0.0,1.0,1.0
2024-01-02,1,0.692,0.0,0.19,0.118,1.0,0.0,2.0,1.0
2024-01-02,2,0.0,0.0,0.911,0.089,0.0,0.0,3.0,2.0
2024-01-02,3,0.0,0.0,0.577,0.423,0.0,0.0,1.0,1.0
2024-01-02,4,0.0,0.0,0.449,0.551,0.0,0.0,2.0,1.0
2024-01-02,5,0.236,0.0,0.489,0.275,1.0,0.0,2.0,1.0
2024-01-02,6,0.0,0.0,0.921,0.079,0.0,0.0,3.0,2.0
2024-01-02,7,0.997,0.0,0.003,0.0,1.0,0.0,1.0,0.0
2024-01-02,8,0.695,0.305,0.0,0.0,2.0,2.0,0.0,0.0
2024-01-02,9,0.0,0.6,0.157,0.243,0.0,3.0,3.0,1.0
2024-01-02,10,0.708,0.0,0.141,0.151,1.0,0.0,1.0,1.0
2024-01-02,11,0.748,0.197,0.056,0.0,2.0,2.0,1.0,0.0
2024-01-02,12,0.449,0.472,0.079,0.0,2.0,1.0,1.0,0.0
2024-01-02,13,0.298,0.118,0.426,0.157,2.0,1.0,2.0,1.0
2024-01-02,14,0.01,0.0,0.557,0.433,1.0,0.0,1.0,1.0
2024-01-02,15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-02,16,0.646,0.354,0.0,0.0,2.0,1.0,0.0,0.0
2024-01-02,17,0.862,0.138,0.0,0.0,2.0,2.0,0.0,0.0
2024-01-02,18,0.0,0.882,0.118,0.0,0.0,3.0,2.0,0.0
2024-01-02,19,0.0,0.082,0.761,0.157,0.0,1.0,2.0,2.0
2024-01-02,20,0.0,0.0,0.803,0.197,0.0,0.0,2.0,1.0
2024-01-02,21,0.0,0.0,0.646,0.354,0.0,0.0,2.0,1.0
2024-01-02,22,0.0,0.0,0.331,0.669,0.0,0.0,2.0,1.0
2024-01-02,23,0.826,0.0,0.174,0.0,2.0,0.0,2.0,1.0
2024-01-03,0,0.236,0.764,0.0,0.0,1.0,1.0,0.0,0.0
2024-01-03,1,0.0,0.18,0.662,0.157,0.0,1.0,3.0,2.0
2024-01-03,2,0.0,0.0,0.607,0.393,0.0,0.0,3.0,2.0
2024-01-03,3,0.0,0.0,0.685,0.315,0.0,0.0,3.0,2.0
2024-01-03,4,0.0,0.0,0.449,0.551,0.0,0.0,2.0,1.0
2024-01-03,5,0.118,0.0,0.764,0.118,1.0,0.0,2.0,1.0
2024-01-03,6,0.0,0.0,0.646,0.354,0.0,0.0,3.0,2.0
2024-01-03,7,0.603,0.039,0.357,0.0,3.0,1.0,2.0,0.0
2024-01-03,8,0.105,0.895,0.0,0.0,1.0,1.0,0.0,0.0
2024-01-03,9,0.361,0.482,0.157,0.0,2.0,4.0,2.0,0.0
2024-01-03,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-03,11,0.41,0.0,0.393,0.197,2.0,0.0,3.0,2.0
2024-01-03,12,0.236,0.764,0.0,0.0,1.0,1.0,0.0,0.0
2024-01-03,13,0.0,0.456,0.354,0.19,0.0,3.0,3.0,1.0
2024-01-03,14,0.0,0.0,0.669,0.331,0.0,0.0,1.0,2.0
2024-01-03,15,0.931,0.0,0.0,0.069,1.0,0.0,0.0,1.0
2024-01-03,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-03,17,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2024-01-03,18,0.098,0.866,0.036,0.0,1.0,1.0,1.0,0.0
2024-01-03,19,0.039,0.0,0.357,0.603,1.0,0.0,3.0,2.0
2024-01-03,20,0.0,0.0,0.393,0.607,0.0,0.0,2.0,3.0
2024-01-03,21,0.0,0.0,0.787,0.213,0.0,0.0,2.0,3.0
2024-01-03,22,0.0,0.0,0.472,0.528,0.0,0.0,1.0,2.0
2024-01-03,23,0.0,0.0,0.511,0.489,1.0,0.0,1.0,1.0
2024-01-04,0,0.0,0.0,0.315,0.685,0.0,0.0,1.0,1.0
2024-01-04,1,0.118,0.0,0.472,0.41,1.0,0.0,2.0,2.0
2024-01-04,2,0.403,0.0,0.275,0.321,1.0,0.0,2.0,3.0
2024-01-04,3,0.384,0.0,0.118,0.498,1.0,0.0,1.0,2.0
2024-01-04,4,0.0,0.0,0.551,0.449,0.0,0.0,1.0,2.0
2024-01-04,5,0.197,0.0,0.354,0.449,1.0,0.0,2.0,3.0
2024-01-04,6,0.0,0.0,0.511,0.489,0.0,0.0,3.0,4.0
2024-01-04,7,0.839,0.0,0.118,0.043,1.0,0.0,1.0,1.0
2024-01-04,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-04,9,0.797,0.0,0.125,0.079,2.0,0.0,2.0,1.0
2024-01-04,10,0.574,0.0,0.348,0.079,3.0,0.0,3.0,1.0
2024-01-04,11,0.174,0.0,0.63,0.197,2.0,0.0,3.0,2.0
2024-01-04,12,0.118,0.0,0.37,0.511,1.0,0.0,2.0,1.0
2024-01-04,13,0.236,0.0,0.764,0.0,1.0,0.0,2.0,0.0
2024-01-04,14,0.0,0.275,0.361,0.364,0.0,3.0,5.0,3.0
2024-01-04,15,0.695,0.0,0.0,0.305,1.0,0.0,0.0,1.0
2024-01-04,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-04,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-04,18,0.689,0.0,0.079,0.233,1.0,0.0,1.0,1.0
2024-01-04,19,0.485,0.0,0.079,0.436,2.0,0.0,2.0,2.0
2024-01-04,20,0.026,0.0,0.108,0.866,1.0,0.0,2.0,1.0
2024-01-04,21,0.0,0.0,0.561,0.439,0.0,0.0,1.0,1.0
2024-01-04,22,0.0,0.0,0.433,0.567,0.0,0.0,1.0,2.0
2024-01-04,23,0.0,0.0,0.197,0.803,0.0,0.0,2.0,1.0
2024-01-05,0,0.0,0.0,0.292,0.708,0.0,0.0,2.0,1.0
2024-01-05,1,0.669,0.0,0.259,0.072,1.0,0.0,1.0,1.0
2024-01-05,2,0.0,0.0,0.325,0.675,0.0,0.0,1.0,1.0
2024-01-05,3,0.0,0.0,0.331,0.669,0.0,0.0,2.0,1.0
2024-01-05,4,0.0,0.0,0.528,0.472,0.0,0.0,3.0,2.0
2024-01-05,5,0.157,0.0,0.567,0.275,2.0,0.0,3.0,1.0
2024-01-05,6,0.0,0.0,0.649,0.351,0.0,0.0,3.0,3.0
2024-01-05,7,0.721,0.0,0.118,0.161,1.0,0.0,1.0,1.0
2024-01-05,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-05,9,0.128,0.597,0.275,0.0,1.0,2.0,1.0,0.0
2024-01-05,10,0.77,0.111,0.118,0.0,2.0,1.0,1.0,0.0
2024-01-05,11,0.41,0.0,0.079,0.511,1.0,0.0,2.0,1.0
2024-01-05,12,0.315,0.134,0.551,0.0,1.0,1.0,1.0,0.0
2024-01-05,13,0.0,0.377,0.623,0.0,0.0,1.0,1.0,0.0
2024-01-05,14,0.049,0.0,0.479,0.472,1.0,0.0,1.0,1.0
2024-01-05,15,0.607,0.393,0.0,0.0,2.0,1.0,0.0,0.0
2024-01-05,16,0.725,0.275,0.0,0.0,2.0,1.0,0.0,0.0
2024-01-05,17,0.626,0.295,0.039,0.039,1.0,2.0,1.0,1.0
2024-01-05,18,0.039,0.649,0.0,0.311,1.0,1.0,0.0,1.0
2024-01-05,19,0.0,0.0,0.472,0.528,0.0,0.0,1.0,2.0
2024-01-05,20,0.118,0.0,0.551,0.331,1.0,0.0,1.0,2.0
2024-01-05,21,0.0,0.0,0.669,0.331,0.0,0.0,1.0,2.0
2024-01-05,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2024-01-05,23,0.0,0.0,0.472,0.528,0.0,0.0,2.0,2.0
2024-01-06,0,0.056,0.0,0.787,0.157,1.0,0.0,2.0,1.0
2024-01-06,1,0.18,0.118,0.669,0.033,3.0,1.0,3.0,1.0
2024-01-06,2,0.0,0.0,0.797,0.203,0.0,0.0,4.0,4.0
2024-01-06,3,0.0,0.0,0.58,0.42,0.0,0.0,1.0,1.0
2024-01-06,4,0.0,0.0,0.908,0.092,0.0,0.0,1.0,1.0
2024-01-06,5,0.059,0.0,0.666,0.275,1.0,0.0,3.0,2.0
2024-01-06,6,0.059,0.0,0.902,0.039,1.0,0.0,2.0,1.0
2024-01-06,7,0.485,0.0,0.515,0.0,1.0,0.0,1.0,0.0
2024-01-06,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-06,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-06,10,0.567,0.039,0.393,0.0,3.0,1.0,2.0,0.0
2024-01-06,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-06,12,0.393,0.275,0.252,0.079,2.0,3.0,3.0,1.0
2024-01-06,13,0.118,0.472,0.331,0.079,1.0,1.0,2.0,1.0
2024-01-06,14,0.01,0.0,0.557,0.433,1.0,0.0,4.0,3.0
2024-01-06,15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-06,16,0.921,0.079,0.0,0.0,2.0,1.0,0.0,0.0
2024-01-06,17,0.823,0.177,0.0,0.0,2.0,2.0,0.0,0.0
2024-01-06,18,0.433,0.256,0.079,0.233,2.0,1.0,1.0,1.0
