Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count
2024-07-02,0,0.0,0.0,0.472,0.528,0.0,0.0,1.0,1.0
2024-07-02,1,0.0,0.0,0.23,0.77,0.0,0.0,1.0,1.0
2024-07-02,2,0.0,0.0,0.833,0.167,0.0,0.0,1.0,1.0
2024-07-02,3,0.0,0.0,0.616,0.384,0.0,0.0,1.0,1.0
2024-07-02,4,0.082,0.0,0.761,0.157,1.0,0.0,1.0,1.0
2024-07-02,5,0.43,0.0,0.531,0.039,3.0,0.0,3.0,1.0
2024-07-02,6,0.0,0.0,0.331,0.669,0.0,0.0,2.0,1.0
2024-07-02,7,0.643,0.236,0.121,0.0,3.0,3.0,1.0,0.0
2024-07-02,8,0.921,0.039,0.039,0.0,3.0,1.0,1.0,0.0
2024-07-02,9,0.561,0.0,0.157,0.282,1.0,0.0,1.0,1.0
2024-07-02,10,0.0,0.0,0.495,0.505,0.0,0.0,1.0,1.0
2024-07-02,11,0.0,0.0,0.685,0.315,0.0,0.0,1.0,1.0
2024-07-02,12,0.567,0.0,0.0,0.433,1.0,0.0,0.0,1.0
2024-07-02,13,0.416,0.039,0.544,0.0,3.0,1.0,2.0,0.0
2024-07-02,14,0.275,0.0,0.37,0.354,2.0,0.0,4.0,2.0
2024-07-02,15,0.223,0.039,0.266,0.472,2.0,1.0,1.0,1.0
2024-07-02,16,0.921,0.079,0.0,0.0,2.0,1.0,0.0,0.0
2024-07-02,17,0.685,0.315,0.0,0.0,2.0,1.0,0.0,0.0
2024-07-02,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-02,19,0.397,0.0,0.603,0.0,1.0,0.0,1.0,0.0
2024-07-02,20,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-07-02,21,0.793,0.0,0.207,0.0,1.0,0.0,1.0,0.0
2024-07-02,22,0.685,0.0,0.079,0.236,2.0,0.0,1.0,1.0
2024-07-02,23,0.37,0.0,0.039,0.59,2.0,0.0,1.0,1.0
2024-07-03,0,0.0,0.0,0.174,0.826,0.0,0.0,2.0,1.0
